name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
Jake Hadley,10,2,170.18,56.7,177.8,Southpaw,27,3.42,0.44,3.2,0.6,0.32,0.25,0.35,2.2
Justin Gaethje,25,4,180.34,70.31,177.8,Orthodox,35,7.35,0.6,7.5,0.53,0.13,0.25,0.75,0
Jan Blachowicz,29,10,187.96,92.99,198.12,Orthodox,41,3.41,0.5,2.91,0.53,1.09,0.5,0.68,0.3
Michael Chiesa,18,7,185.42,77.11,190.5,Southpaw,36,1.87,0.4,1.7,0.54,3.33,0.5,0.6,1
Vinicius Salvador,14,6,170.18,56.7,177.8,Southpaw,27,5.44,0.42,6.05,0.49,0.38,0.11,0.86,0
Jai Herbert,12,5,185.42,70.31,195.58,Orthodox,35,2.69,0.41,3.15,0.45,0.2,0.1,0.57,0
Lerone Murphy,13,0,175.26,65.77,185.42,Orthodox,32,3.65,0.5,2.4,0.56,1.29,0.46,0.46,0.9
Davey Grant,15,7,172.72,61.23,175.26,Orthodox,38,4.77,0.42,3.82,0.55,1.26,0.41,0.61,0.2
Daniel Marcos,15,0,170.18,61.23,175.26,Orthodox,31,5.75,0.5,4,0.66,0.33,0.5,0.89,0
Danny Roberts,18,8,185.42,77.11,187.96,Southpaw,36,3.18,0.39,3.73,0.5,0.24,0.09,0.57,0.2
Jonny Parsons,9,3,175.26,77.11,175.26,Orthodox,32,4.65,0.44,4.89,0.6,0,0,0.66,0
Joel Alvarez,20,3,190.5,70.31,195.58,Orthodox,31,3.65,0.46,3.37,0.5,0,0,0.11,1.3
Makhmud Muradov,26,8,187.96,83.91,190.5,Orthodox,34,4.21,0.43,2.57,0.61,3.03,0.66,0.77,0.2
